id,domain,slug,status,language,province,region,subject,target,keyword,title,description,search_intent,summary,lesson_focus,lesson_method,lesson_result,tone,template
11,https://kimsenglish-kr.netlify.app,dongducheon-toefl,publish,ko,경기도,동두천,토플,,동두천 토플 과외,동두천 토플 과외,"토플 과외 공부를 다시 시작하려는 분께 동두천 1:1 수업이 맞는 출발점을 찾아드립니다. 기초가 약한 영역은 개념과 쉬운 문제를 함께 다루고, 익숙한 영역은 시간 안에 푸는 훈련에 집중합니다.",목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,전문형,exam
12,https://kimsenglish-kr.netlify.app,dongducheon-teps,publish,ko,경기도,동두천,텝스,,동두천 텝스 과외,동두천 텝스 과외,"텝스 과외 공부를 다시 시작하려는 분께 동두천 1:1 수업이 맞는 출발점을 찾아드립니다. 기초가 약한 영역은 개념과 쉬운 문제를 함께 다루고, 익숙한 영역은 시간 안에 푸는 훈련에 집중합니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,신뢰형,exam
13,https://kimsenglish-kr.netlify.app,dongducheon-gtelp,publish,ko,경기도,동두천,지텔프,,동두천 지텔프 과외,동두천 지텔프 과외,"동두천에서 지텔프 과외 수업을 찾고 계신다면 지금 실력에서 필요한 내용부터 시작할 수 있습니다. 기초 개념을 확실히 정리한 뒤 출제 유형별 문제를 풀며, 실전 감각과 시간 관리 능력을 높입니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,목표달성형,exam
14,https://kimsenglish-kr.netlify.app,dongducheon-jlpt,publish,ko,경기도,동두천,JLPT,,동두천 JLPT 과외,동두천 JLPT 과외,"동두천에서 JLPT 과외 수업을 찾고 계신다면 지금 실력에서 필요한 내용부터 시작할 수 있습니다. 기초 개념을 확실히 정리한 뒤 출제 유형별 문제를 풀며, 실전 감각과 시간 관리 능력을 높입니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,친근형,exam
15,https://kimsenglish-kr.netlify.app,dongducheon-jpt,publish,ko,경기도,동두천,JPT,,동두천 JPT 과외,동두천 JPT 과외,"JPT 과외 공부를 다시 시작하려는 분께 동두천 1:1 수업이 맞는 출발점을 찾아드립니다. 기초가 약한 영역은 개념과 쉬운 문제를 함께 다루고, 익숙한 영역은 시간 안에 푸는 훈련에 집중합니다.",목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,목표달성형,exam
16,https://kimsenglish-kr.netlify.app,dongducheon-eju,publish,ko,경기도,동두천,EJU,,동두천 EJU 과외,동두천 EJU 과외,"동두천에서 EJU 과외 수업을 찾고 계신다면 지금 실력에서 필요한 내용부터 시작할 수 있습니다. 기초 개념을 확실히 정리한 뒤 출제 유형별 문제를 풀며, 실전 감각과 시간 관리 능력을 높입니다.",급수별 출제 영역을 꼼꼼하게 준비,핵심 고민: 어휘와 문법은 외웠지만 문제 적용이 어려움,"급수별 어휘, 문법, 독해, 청해",영역별 진단 후 문제풀이와 오답관리,출제 유형에 맞춰 안정적으로 문제 풀기,신뢰형,exam
17,https://kimsenglish-kr.netlify.app,pocheon-english-conversation,publish,ko,경기도,포천,영어회화,,포천 영어회화,포천 영어회화,"포천에서 배우는 영어회화, 교재보다 실제로 쓰려는 상황에 맞춰 수업 내용을 정합니다. 기초 표현을 익힌 뒤 바로 대화에 써 보며, 말문이 막히는 부분은 여러 상황으로 바꿔 다시 연습합니다.",일상에서 자연스럽게 영어로 말하기,핵심 고민: 알고 있는 표현도 대화에서 바로 나오지 않음,듣기와 말하기를 연결하는 실전 대화,수준 확인 후 상황별 표현과 반복 대화,익숙한 주제에 자신의 문장으로 답하기,친근형,conversation
18,https://kimsenglish-kr.netlify.app,pocheon-japanese-conversation,publish,ko,경기도,포천,일본어회화,,포천 일본어회화,포천 일본어회화,"일본어회화 때문에 고민이 있다면 포천 수업에서 지금 필요한 연습부터 함께 해볼 수 있습니다. 현재 실력에 맞춘 1:1 맞춤 수업으로 부족한 부분을 보완하고, 자주 쓰는 표현을 반복해서 연습합니다.",여행과 일상에서 일본어로 소통하기,핵심 고민: 문법은 알지만 실제 대화 속도가 느림,자주 쓰는 문형과 상황별 응답,짧은 문장부터 확장하고 발음 피드백,기본적인 일상 대화를 자연스럽게 이어가기,신뢰형,conversation
19,https://kimsenglish-kr.netlify.app,pocheon-japanese,publish,ko,경기도,포천,일본어,,포천 일본어,포천 일본어,"포천 일본어 수업을 고민 중이라면 잘하는 부분과 보완할 부분을 나누어 시작합니다. 일상에서 실제로 쓰는 장면을 골라 말해 보고, 다음 수업에서는 같은 표현을 다른 상황에 다시 써봅니다.",업무 상황에 필요한 영어 표현 익히기,핵심 고민: 회의와 이메일에서 적절한 표현 선택이 어려움,"회의, 보고, 전화, 이메일 표현",업무 상황을 정해 역할 연습과 문장 교정,실제 업무에 맞는 표현을 정확하게 사용하기,차분형,conversation
20,https://kimsenglish-kr.netlify.app,pocheon-business-english,publish,ko,경기도,포천,비즈니스영어,,포천 비즈니스영어,포천 비즈니스영어,"포천 비즈니스영어 수업을 고민 중이라면 잘하는 부분과 보완할 부분을 나누어 시작합니다. 실무에서 자주 마주치는 상황을 바탕으로 수업하며, 부족한 표현과 문장을 꼼꼼히 교정합니다.",일상에서 자연스럽게 영어로 말하기,핵심 고민: 알고 있는 표현도 대화에서 바로 나오지 않음,듣기와 말하기를 연결하는 실전 대화,수준 확인 후 상황별 표현과 반복 대화,익숙한 주제에 자신의 문장으로 답하기,신뢰형,business
21,https://kimsenglish-kr.netlify.app,pocheon-travel-english,publish,ko,경기도,포천,여행영어,,포천 여행영어,포천 여행영어,여행영어 때문에 고민이 있다면 포천 수업에서 지금 필요한 연습부터 함께 해볼 수 있습니다. 현재 실력에 맞춘 1:1 맞춤 수업으로 기본 문장부터 상황별 대화까지 차근차근 연습합니다.,여행과 일상에서 일본어로 소통하기,핵심 고민: 문법은 알지만 실제 대화 속도가 느림,자주 쓰는 문형과 상황별 응답,짧은 문장부터 확장하고 발음 피드백,기본적인 일상 대화를 자연스럽게 이어가기,친근형,travel
22,https://kimsenglish-kr.netlify.app,pocheon-daily-life-english,publish,ko,경기도,포천,생활영어,,포천 생활영어,포천 생활영어,"생활영어 수업을 처음 시작한다면 포천에서도 기초부터 1:1로 배울 수 있습니다. 처음 시작하는 분은 인사와 짧은 답변부터, 경험이 있는 분은 대화를 길게 이어 가는 연습부터 시작합니다.",일상에서 자연스럽게 영어로 말하기,핵심 고민: 알고 있는 표현도 대화에서 바로 나오지 않음,듣기와 말하기를 연결하는 실전 대화,수준 확인 후 상황별 표현과 반복 대화,익숙한 주제에 자신의 문장으로 답하기,친근형,conversation
23,https://kimsenglish-kr.netlify.app,pocheon-toeic,publish,ko,경기도,포천,토익,,포천 토익 과외,포천 토익 과외,포천 토익 과외 수업은 정해진 진도보다 현재 실력과 배우는 이유를 먼저 봅니다. 시험일까지 남은 기간을 계산해 개념 정리와 실전 문제 풀이의 비중을 현실적으로 나눕니다.,목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,목표달성형,exam
24,https://kimsenglish-kr.netlify.app,pocheon-toeic-speaking,publish,ko,경기도,포천,토익스피킹,,포천 토익스피킹 과외,포천 토익스피킹 과외,토익스피킹 과외 때문에 고민이 있다면 포천 수업에서 지금 필요한 연습부터 함께 해볼 수 있습니다. 목표 점수에 맞춘 1:1 맞춤 수업으로 핵심 개념부터 문제 풀이와 오답 정리까지 꼼꼼히 진행합니다.,목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,코칭형,exam
25,https://kimsenglish-kr.netlify.app,pocheon-opic,publish,ko,경기도,포천,오픽,,포천 오픽 과외,포천 오픽 과외,포천 오픽 과외 수업을 고민 중이라면 잘하는 부분과 보완할 부분을 나누어 시작합니다. 학습 기간과 원하는 등급을 바탕으로 필요한 유형을 골라 연습하고 매주 점수 흐름을 살펴봅니다.,급수별 출제 영역을 꼼꼼하게 준비,핵심 고민: 어휘와 문법은 외웠지만 문제 적용이 어려움,"급수별 어휘, 문법, 독해, 청해",영역별 진단 후 문제풀이와 오답관리,출제 유형에 맞춰 안정적으로 문제 풀기,목표달성형,exam
26,https://kimsenglish-kr.netlify.app,pocheon-ielts,publish,ko,경기도,포천,아이엘츠,,포천 아이엘츠 과외,포천 아이엘츠 과외,포천 아이엘츠 과외 수업을 고민 중이라면 잘하는 부분과 보완할 부분을 나누어 시작합니다. 학습 기간과 원하는 등급을 바탕으로 필요한 유형을 골라 연습하고 매주 점수 흐름을 살펴봅니다.,목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,신뢰형,exam
27,https://kimsenglish-kr.netlify.app,pocheon-toefl,publish,ko,경기도,포천,토플,,포천 토플 과외,포천 토플 과외,"토플 과외 공부를 다시 시작하려는 분께 포천 1:1 수업이 맞는 출발점을 찾아드립니다. 기초가 약한 영역은 개념과 쉬운 문제를 함께 다루고, 익숙한 영역은 시간 안에 푸는 훈련에 집중합니다.",목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,전문형,exam
28,https://kimsenglish-kr.netlify.app,pocheon-teps,publish,ko,경기도,포천,텝스,,포천 텝스 과외,포천 텝스 과외,"텝스 과외 공부를 다시 시작하려는 분께 포천 1:1 수업이 맞는 출발점을 찾아드립니다. 기초가 약한 영역은 개념과 쉬운 문제를 함께 다루고, 익숙한 영역은 시간 안에 푸는 훈련에 집중합니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,신뢰형,exam
29,https://kimsenglish-kr.netlify.app,pocheon-gtelp,publish,ko,경기도,포천,지텔프,,포천 지텔프 과외,포천 지텔프 과외,"포천에서 지텔프 과외 수업을 찾고 계신다면 지금 실력에서 필요한 내용부터 시작할 수 있습니다. 기초 개념을 확실히 정리한 뒤 출제 유형별 문제를 풀며, 실전 감각과 시간 관리 능력을 높입니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,목표달성형,exam
30,https://kimsenglish-kr.netlify.app,pocheon-jlpt,publish,ko,경기도,포천,JLPT,,포천 JLPT 과외,포천 JLPT 과외,"포천에서 JLPT 과외 수업을 찾고 계신다면 지금 실력에서 필요한 내용부터 시작할 수 있습니다. 기초 개념을 확실히 정리한 뒤 출제 유형별 문제를 풀며, 실전 감각과 시간 관리 능력을 높입니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,친근형,exam
31,https://kimsenglish-kr.netlify.app,pocheon-jpt,publish,ko,경기도,포천,JPT,,포천 JPT 과외,포천 JPT 과외,"JPT 과외 공부를 다시 시작하려는 분께 포천 1:1 수업이 맞는 출발점을 찾아드립니다. 기초가 약한 영역은 개념과 쉬운 문제를 함께 다루고, 익숙한 영역은 시간 안에 푸는 훈련에 집중합니다.",목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,목표달성형,exam
32,https://kimsenglish-kr.netlify.app,pocheon-eju,publish,ko,경기도,포천,EJU,,포천 EJU 과외,포천 EJU 과외,"포천에서 EJU 과외 수업을 찾고 계신다면 지금 실력에서 필요한 내용부터 시작할 수 있습니다. 기초 개념을 확실히 정리한 뒤 출제 유형별 문제를 풀며, 실전 감각과 시간 관리 능력을 높입니다.",급수별 출제 영역을 꼼꼼하게 준비,핵심 고민: 어휘와 문법은 외웠지만 문제 적용이 어려움,"급수별 어휘, 문법, 독해, 청해",영역별 진단 후 문제풀이와 오답관리,출제 유형에 맞춰 안정적으로 문제 풀기,신뢰형,exam
33,https://kimsenglish-kr.netlify.app,yangju-english-conversation,publish,ko,경기도,양주,영어회화,,양주 영어회화,양주 영어회화,"양주에서 영어회화 수업을 찾고 계신다면 지금 실력에서 필요한 내용부터 시작할 수 있습니다. 어디에서 말이 막히는지 살펴보고, 지금 가장 자주 쓰게 될 표현부터 입에 익도록 수업합니다.",일상에서 자연스럽게 영어로 말하기,핵심 고민: 알고 있는 표현도 대화에서 바로 나오지 않음,듣기와 말하기를 연결하는 실전 대화,수준 확인 후 상황별 표현과 반복 대화,익숙한 주제에 자신의 문장으로 답하기,친근형,conversation
34,https://kimsenglish-kr.netlify.app,yangju-japanese-conversation,publish,ko,경기도,양주,일본어회화,,양주 일본어회화,양주 일본어회화,"양주 일본어회화 수업을 고민 중이라면 잘하는 부분과 보완할 부분을 나누어 시작합니다. 일상에서 실제로 쓰는 장면을 골라 말해 보고, 다음 수업에서는 같은 표현을 다른 상황에 다시 써봅니다.",여행과 일상에서 일본어로 소통하기,핵심 고민: 문법은 알지만 실제 대화 속도가 느림,자주 쓰는 문형과 상황별 응답,짧은 문장부터 확장하고 발음 피드백,기본적인 일상 대화를 자연스럽게 이어가기,신뢰형,conversation
35,https://kimsenglish-kr.netlify.app,yangju-japanese,publish,ko,경기도,양주,일본어,,양주 일본어,양주 일본어,"일본어 때문에 고민이 있다면 양주 수업에서 지금 필요한 연습부터 함께 해볼 수 있습니다. 현재 실력에 맞춘 1:1 맞춤 수업으로 부족한 부분을 보완하고, 자주 쓰는 표현을 반복해서 연습합니다.",업무 상황에 필요한 영어 표현 익히기,핵심 고민: 회의와 이메일에서 적절한 표현 선택이 어려움,"회의, 보고, 전화, 이메일 표현",업무 상황을 정해 역할 연습과 문장 교정,실제 업무에 맞는 표현을 정확하게 사용하기,차분형,conversation
36,https://kimsenglish-kr.netlify.app,yangju-business-english,publish,ko,경기도,양주,비즈니스영어,,양주 비즈니스영어,양주 비즈니스영어,"양주에서 비즈니스영어 실력을 늘리고 싶다면 자주 막히는 부분부터 수업에서 직접 다뤄봅니다. 이메일과 전화, 회의 등 필요한 분야를 우선해 배우고 실제 상황처럼 충분히 연습합니다.",일상에서 자연스럽게 영어로 말하기,핵심 고민: 알고 있는 표현도 대화에서 바로 나오지 않음,듣기와 말하기를 연결하는 실전 대화,수준 확인 후 상황별 표현과 반복 대화,익숙한 주제에 자신의 문장으로 답하기,신뢰형,business
37,https://kimsenglish-kr.netlify.app,yangju-travel-english,publish,ko,경기도,양주,여행영어,,양주 여행영어,양주 여행영어,여행영어 수업을 처음 시작한다면 양주에서도 기초부터 1:1로 배울 수 있습니다. 처음 배우는 분은 인사와 질문부터 시작해 예약 확인과 요청까지 직접 말해 봅니다.,여행과 일상에서 일본어로 소통하기,핵심 고민: 문법은 알지만 실제 대화 속도가 느림,자주 쓰는 문형과 상황별 응답,짧은 문장부터 확장하고 발음 피드백,기본적인 일상 대화를 자연스럽게 이어가기,친근형,travel
38,https://kimsenglish-kr.netlify.app,yangju-daily-life-english,publish,ko,경기도,양주,생활영어,,양주 생활영어,양주 생활영어,"생활영어 때문에 고민이 있다면 양주 수업에서 지금 필요한 연습부터 함께 해볼 수 있습니다. 현재 실력에 맞춘 1:1 맞춤 수업으로 부족한 부분을 보완하고, 자주 쓰는 표현을 반복해서 연습합니다.",일상에서 자연스럽게 영어로 말하기,핵심 고민: 알고 있는 표현도 대화에서 바로 나오지 않음,듣기와 말하기를 연결하는 실전 대화,수준 확인 후 상황별 표현과 반복 대화,익숙한 주제에 자신의 문장으로 답하기,친근형,conversation
39,https://kimsenglish-kr.netlify.app,yangju-toeic,publish,ko,경기도,양주,토익,,양주 토익 과외,양주 토익 과외,"토익 과외 공부를 다시 시작하려는 분께 양주 1:1 수업이 맞는 출발점을 찾아드립니다. 기초가 약한 영역은 개념과 쉬운 문제를 함께 다루고, 익숙한 영역은 시간 안에 푸는 훈련에 집중합니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,목표달성형,exam
40,https://kimsenglish-kr.netlify.app,yangju-toeic-speaking,publish,ko,경기도,양주,토익스피킹,,양주 토익스피킹 과외,양주 토익스피킹 과외,양주 토익스피킹 과외 수업을 고민 중이라면 잘하는 부분과 보완할 부분을 나누어 시작합니다. 학습 기간과 원하는 등급을 바탕으로 필요한 유형을 골라 연습하고 매주 점수 흐름을 살펴봅니다.,목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,코칭형,exam
41,https://kimsenglish-kr.netlify.app,yangju-opic,publish,ko,경기도,양주,오픽,,양주 오픽 과외,양주 오픽 과외,"양주에서 오픽 과외 실력을 늘리고 싶다면 자주 막히는 부분부터 수업에서 직접 다뤄봅니다. 현재 실력에 알맞은 학습 순서를 정하고, 자주 틀리는 문제를 중심으로 오답 관리까지 함께합니다.",급수별 출제 영역을 꼼꼼하게 준비,핵심 고민: 어휘와 문법은 외웠지만 문제 적용이 어려움,"급수별 어휘, 문법, 독해, 청해",영역별 진단 후 문제풀이와 오답관리,출제 유형에 맞춰 안정적으로 문제 풀기,목표달성형,exam
42,https://kimsenglish-kr.netlify.app,yangju-ielts,publish,ko,경기도,양주,아이엘츠,,양주 아이엘츠 과외,양주 아이엘츠 과외,"양주에서 아이엘츠 과외 실력을 늘리고 싶다면 자주 막히는 부분부터 수업에서 직접 다뤄봅니다. 현재 실력에 알맞은 학습 순서를 정하고, 자주 틀리는 문제를 중심으로 오답 관리까지 함께합니다.",목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,신뢰형,exam
43,https://kimsenglish-kr.netlify.app,yangju-toefl,publish,ko,경기도,양주,토플,,양주 토플 과외,양주 토플 과외,"양주에서 배우는 토플 과외, 교재보다 실제로 쓰려는 상황에 맞춰 수업 내용을 정합니다. 최근 점수와 풀이 과정을 함께 보고, 점수를 가장 많이 잃는 영역부터 공부 순서를 다시 잡습니다.",목표 등급에 맞춘 말하기 시험 준비,핵심 고민: 답변 내용이 짧고 돌발 질문에 막힘,답변 구조와 주제별 표현 확장,"답변 녹음, 수정, 재답변 반복",돌발 질문에도 구조적으로 답하기,전문형,exam
44,https://kimsenglish-kr.netlify.app,yangju-teps,publish,ko,경기도,양주,텝스,,양주 텝스 과외,양주 텝스 과외,"양주에서 배우는 텝스 과외, 교재보다 실제로 쓰려는 상황에 맞춰 수업 내용을 정합니다. 최근 점수와 풀이 과정을 함께 보고, 점수를 가장 많이 잃는 영역부터 공부 순서를 다시 잡습니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,신뢰형,exam
45,https://kimsenglish-kr.netlify.app,yangju-gtelp,publish,ko,경기도,양주,지텔프,,양주 지텔프 과외,양주 지텔프 과외,"양주에서 배우는 지텔프 과외, 교재보다 실제로 쓰려는 상황에 맞춰 수업 내용을 정합니다. 최근 점수와 풀이 과정을 함께 보고, 점수를 가장 많이 잃는 영역부터 공부 순서를 다시 잡습니다.",목표 점수에 맞춘 시험 준비,핵심 고민: 문제를 많이 풀어도 취약 영역이 반복됨,영역별 약점 분석과 시간 관리,"진단, 개념 정리, 문제풀이, 오답 점검",제한 시간 안에 정답 근거를 빠르게 찾기,목표달성형,exam
